Date et heure de comptage,Date et heure de comptage,Débit horaire,Taux d'occupation,filename,Jour de la semaine_0,Jour de la semaine_1,Jour de la semaine_2,Jour de la semaine_3,Jour de la semaine_4,Jour de la semaine_5,Jour de la semaine_6,Date,Jour férié,Vacances scolaires,Durée avant les prochaines vacances scolaires,humidity,tempC,visibility,cloudcover,precipMM
2021-11-03 19:00:00,2021-11-03 19:00:00,627.0,8.24222,saints-peres.csv,0,0,1,0,0,0,0,2021-11-03,False,True,44 days 05:00:00,,,,,
2021-11-03 20:00:00,2021-11-03 20:00:00,669.0,9.02834,saints-peres.csv,0,0,1,0,0,0,0,2021-11-03,False,True,44 days 04:00:00,,,,,
2021-11-03 21:00:00,2021-11-03 21:00:00,633.0,7.87667,saints-peres.csv,0,0,1,0,0,0,0,2021-11-03,False,True,44 days 03:00:00,,,,,
2021-11-03 22:00:00,2021-11-03 22:00:00,461.0,5.67223,saints-peres.csv,0,0,1,0,0,0,0,2021-11-03,False,True,44 days 02:00:00,,,,,
2021-11-03 23:00:00,2021-11-03 23:00:00,388.0,4.41167,saints-peres.csv,0,0,1,0,0,0,0,2021-11-03,False,True,44 days 01:00:00,,,,,
2021-11-04 00:00:00,2021-11-04 00:00:00,429.0,4.68667,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,44 days 00:00:00,,,,,
2021-11-04 01:00:00,2021-11-04 01:00:00,328.0,3.76056,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 23:00:00,,,,,
2021-11-04 02:00:00,2021-11-04 02:00:00,185.0,2.07889,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 22:00:00,,,,,
2021-11-04 03:00:00,2021-11-04 03:00:00,85.0,1.03,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 21:00:00,,,,,
2021-11-04 04:00:00,2021-11-04 04:00:00,61.0,0.85611,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 20:00:00,,,,,
2021-11-04 05:00:00,2021-11-04 05:00:00,42.0,0.615,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 19:00:00,,,,,
2021-11-04 06:00:00,2021-11-04 06:00:00,100.0,1.26834,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 18:00:00,,,,,
2021-11-04 07:00:00,2021-11-04 07:00:00,211.0,2.62167,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 17:00:00,,,,,
2021-11-04 08:00:00,2021-11-04 08:00:00,389.0,5.7,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 16:00:00,,,,,
2021-11-04 09:00:00,2021-11-04 09:00:00,575.0,9.73333,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 15:00:00,,,,,
2021-11-04 10:00:00,2021-11-04 10:00:00,642.0,9.66945,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 14:00:00,,,,,
2021-11-04 11:00:00,2021-11-04 11:00:00,544.0,8.76389,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 13:00:00,,,,,
2021-11-04 12:00:00,2021-11-04 12:00:00,461.0,6.73111,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 12:00:00,,,,,
2021-11-04 13:00:00,2021-11-04 13:00:00,623.0,8.77944,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 11:00:00,,,,,
2021-11-04 14:00:00,2021-11-04 14:00:00,628.0,8.45833,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 10:00:00,,,,,
2021-11-04 15:00:00,2021-11-04 15:00:00,615.0,8.36611,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 09:00:00,,,,,
2021-11-04 16:00:00,2021-11-04 16:00:00,636.0,8.45056,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 08:00:00,,,,,
2021-11-04 17:00:00,2021-11-04 17:00:00,655.0,10.22278,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 07:00:00,,,,,
2021-11-04 18:00:00,2021-11-04 18:00:00,695.0,10.07723,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 06:00:00,,,,,
2021-11-04 19:00:00,2021-11-04 19:00:00,686.0,9.77111,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 05:00:00,,,,,
2021-11-04 20:00:00,2021-11-04 20:00:00,686.0,8.64833,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 04:00:00,,,,,
2021-11-04 21:00:00,2021-11-04 21:00:00,668.0,8.80333,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 03:00:00,,,,,
2021-11-04 22:00:00,2021-11-04 22:00:00,502.0,6.21167,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 02:00:00,,,,,
2021-11-04 23:00:00,2021-11-04 23:00:00,416.0,5.16334,saints-peres.csv,0,0,0,1,0,0,0,2021-11-04,False,True,43 days 01:00:00,,,,,
2021-11-05 00:00:00,2021-11-05 00:00:00,544.0,6.355,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,43 days 00:00:00,,,,,
2021-11-05 01:00:00,2021-11-05 01:00:00,406.0,4.49722,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 23:00:00,,,,,
2021-11-05 02:00:00,2021-11-05 02:00:00,221.0,2.60945,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 22:00:00,,,,,
2021-11-05 03:00:00,2021-11-05 03:00:00,167.0,1.80722,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 21:00:00,,,,,
2021-11-05 04:00:00,2021-11-05 04:00:00,104.0,1.29,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 20:00:00,,,,,
2021-11-05 05:00:00,2021-11-05 05:00:00,83.0,1.09611,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 19:00:00,,,,,
2021-11-05 06:00:00,2021-11-05 06:00:00,98.0,1.19667,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 18:00:00,,,,,
2021-11-05 07:00:00,2021-11-05 07:00:00,215.0,2.83111,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 17:00:00,,,,,
2021-11-05 08:00:00,2021-11-05 08:00:00,364.0,4.98667,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 16:00:00,,,,,
2021-11-05 09:00:00,2021-11-05 09:00:00,522.0,8.43889,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 15:00:00,,,,,
2021-11-05 10:00:00,2021-11-05 10:00:00,597.0,8.28056,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 14:00:00,,,,,
2021-11-05 11:00:00,2021-11-05 11:00:00,535.0,10.455,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 13:00:00,,,,,
2021-11-05 12:00:00,2021-11-05 12:00:00,554.0,8.31778,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 12:00:00,,,,,
2021-11-05 13:00:00,2021-11-05 13:00:00,666.0,9.16667,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 11:00:00,,,,,
2021-11-05 14:00:00,2021-11-05 14:00:00,600.0,8.34222,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 10:00:00,,,,,
2021-11-05 15:00:00,2021-11-05 15:00:00,549.0,7.04445,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 09:00:00,,,,,
2021-11-05 16:00:00,2021-11-05 16:00:00,588.0,8.45334,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 08:00:00,,,,,
2021-11-05 17:00:00,2021-11-05 17:00:00,637.0,8.28945,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 07:00:00,,,,,
2021-11-05 18:00:00,2021-11-05 18:00:00,618.0,10.05334,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 06:00:00,,,,,
2021-11-05 19:00:00,2021-11-05 19:00:00,631.0,8.16333,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 05:00:00,,,,,
2021-11-05 20:00:00,2021-11-05 20:00:00,660.0,7.93889,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 04:00:00,,,,,
2021-11-05 21:00:00,2021-11-05 21:00:00,671.0,8.59667,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 03:00:00,,,,,
2021-11-05 22:00:00,2021-11-05 22:00:00,584.0,7.235,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 02:00:00,,,,,
2021-11-05 23:00:00,2021-11-05 23:00:00,461.0,5.58555,saints-peres.csv,0,0,0,0,1,0,0,2021-11-05,False,True,42 days 01:00:00,,,,,
2021-11-06 00:00:00,2021-11-06 00:00:00,491.0,6.27056,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,42 days 00:00:00,,,,,
2021-11-06 01:00:00,2021-11-06 01:00:00,412.0,4.82556,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 23:00:00,,,,,
2021-11-06 02:00:00,2021-11-06 02:00:00,364.0,4.53667,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 22:00:00,,,,,
2021-11-06 03:00:00,2021-11-06 03:00:00,291.0,3.26222,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 21:00:00,,,,,
2021-11-06 04:00:00,2021-11-06 04:00:00,214.0,2.66834,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 20:00:00,,,,,
2021-11-06 05:00:00,2021-11-06 05:00:00,167.0,1.97556,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 19:00:00,,,,,
2021-11-06 06:00:00,2021-11-06 06:00:00,135.0,1.80889,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 18:00:00,,,,,
2021-11-06 07:00:00,2021-11-06 07:00:00,136.0,1.54945,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 17:00:00,,,,,
2021-11-06 08:00:00,2021-11-06 08:00:00,224.0,3.02222,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 16:00:00,,,,,
2021-11-06 09:00:00,2021-11-06 09:00:00,310.0,3.96222,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 15:00:00,,,,,
2021-11-06 10:00:00,2021-11-06 10:00:00,333.0,4.18333,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 14:00:00,,,,,
2021-11-06 11:00:00,2021-11-06 11:00:00,457.0,6.03556,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 13:00:00,,,,,
2021-11-06 12:00:00,2021-11-06 12:00:00,464.0,5.94445,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 12:00:00,,,,,
2021-11-06 13:00:00,2021-11-06 13:00:00,515.0,6.94167,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 11:00:00,,,,,
2021-11-06 14:00:00,2021-11-06 14:00:00,540.0,6.25833,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 10:00:00,,,,,
2021-11-06 15:00:00,2021-11-06 15:00:00,504.0,6.29445,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 09:00:00,,,,,
2021-11-06 16:00:00,2021-11-06 16:00:00,565.0,7.28111,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 08:00:00,,,,,
2021-11-06 17:00:00,2021-11-06 17:00:00,660.0,8.97444,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 07:00:00,,,,,
2021-11-06 18:00:00,2021-11-06 18:00:00,567.0,8.13111,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 06:00:00,,,,,
2021-11-06 19:00:00,2021-11-06 19:00:00,603.0,8.59778,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 05:00:00,,,,,
2021-11-06 20:00:00,2021-11-06 20:00:00,582.0,9.35,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 04:00:00,,,,,
2021-11-06 21:00:00,2021-11-06 21:00:00,538.0,6.94889,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 03:00:00,,,,,
2021-11-06 22:00:00,2021-11-06 22:00:00,456.0,5.86111,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 02:00:00,,,,,
2021-11-06 23:00:00,2021-11-06 23:00:00,439.0,5.70667,saints-peres.csv,0,0,0,0,0,1,0,2021-11-06,False,True,41 days 01:00:00,,,,,
2021-11-07 00:00:00,2021-11-07 00:00:00,437.0,5.195,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,41 days 00:00:00,,,,,
2021-11-07 01:00:00,2021-11-07 01:00:00,454.0,5.56556,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 23:00:00,,,,,
2021-11-07 02:00:00,2021-11-07 02:00:00,394.0,4.59167,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 22:00:00,,,,,
2021-11-07 03:00:00,2021-11-07 03:00:00,256.0,2.68167,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 21:00:00,,,,,
2021-11-07 04:00:00,2021-11-07 04:00:00,218.0,2.73611,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 20:00:00,,,,,
2021-11-07 05:00:00,2021-11-07 05:00:00,203.0,2.35778,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 19:00:00,,,,,
2021-11-07 06:00:00,2021-11-07 06:00:00,154.0,1.95,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 18:00:00,,,,,
2021-11-07 07:00:00,2021-11-07 07:00:00,107.0,1.27945,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 17:00:00,,,,,
2021-11-07 08:00:00,2021-11-07 08:00:00,126.0,1.59056,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 16:00:00,,,,,
2021-11-07 09:00:00,2021-11-07 09:00:00,145.0,1.95278,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 15:00:00,,,,,
2021-11-07 10:00:00,2021-11-07 10:00:00,237.0,2.83889,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 14:00:00,,,,,
2021-11-07 11:00:00,2021-11-07 11:00:00,346.0,4.075,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 13:00:00,,,,,
2021-11-07 12:00:00,2021-11-07 12:00:00,423.0,5.0,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 12:00:00,,,,,
2021-11-07 13:00:00,2021-11-07 13:00:00,481.0,5.77945,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 11:00:00,,,,,
2021-11-07 14:00:00,2021-11-07 14:00:00,494.0,5.85333,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 10:00:00,,,,,
2021-11-07 15:00:00,2021-11-07 15:00:00,514.0,6.18389,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 09:00:00,,,,,
2021-11-07 16:00:00,2021-11-07 16:00:00,526.0,6.15111,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 08:00:00,,,,,
2021-11-07 17:00:00,2021-11-07 17:00:00,581.0,6.94778,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 07:00:00,,,,,
2021-11-07 18:00:00,2021-11-07 18:00:00,573.0,7.34889,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 06:00:00,,,,,
2021-11-07 19:00:00,2021-11-07 19:00:00,629.0,8.04389,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 05:00:00,,,,,
2021-11-07 20:00:00,2021-11-07 20:00:00,556.0,6.70722,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 04:00:00,,,,,
2021-11-07 21:00:00,2021-11-07 21:00:00,535.0,6.09334,saints-peres.csv,0,0,0,0,0,0,1,2021-11-07,False,True,40 days 03:00:00,,,,,
